START_DATE,END_DATE,Start_Date,Start_Hour,Start_Minute,End_Date,End_Hour,End_Minute,Month_Name,Year,Weekday,Day_Time,CATEGORY,START,STOP,MILES,Duration_MIN,PURPOSE,IS_WEEKEND
2016-03-29 23:04:00,2016-03-29 23:21:00,2016-03-29,23,4,2016-03-29,23,21,March,2016,Tuesday,Night,Personal,Orlando,Kissimmee,13.8,17.0,Unknown,False
2016-03-30 22:05:00,2016-03-30 22:55:00,2016-03-30,22,5,2016-03-30,22,55,March,2016,Wednesday,Night,Business,Orlando,Kissimmee,28.8,50.0,Meal/Entertain,False
2016-03-31 12:47:00,2016-03-31 13:22:00,2016-03-31,12,47,2016-03-31,13,22,March,2016,Thursday,Afternoon,Business,Kissimmee,Orlando,16.1,35.0,Temporary Site,False
2016-03-31 14:37:00,2016-03-31 15:09:00,2016-03-31,14,37,2016-03-31,15,9,March,2016,Thursday,Afternoon,Business,Orlando,Kissimmee,16.4,32.0,Meal/Entertain,False
2016-04-01 13:43:00,2016-04-01 14:01:00,2016-04-01,13,43,2016-04-01,14,1,April,2016,Friday,Afternoon,Business,Kissimmee,Kissimmee,11.0,18.0,Meeting,False
2016-04-01 14:36:00,2016-04-01 15:24:00,2016-04-01,14,36,2016-04-01,15,24,April,2016,Friday,Afternoon,Business,Kissimmee,Orlando,15.5,48.0,Customer Visit,False
2016-04-01 16:01:00,2016-04-01 16:49:00,2016-04-01,16,1,2016-04-01,16,49,April,2016,Friday,Afternoon,Business,Orlando,Kissimmee,20.3,48.0,Meeting,False
2016-04-01 16:52:00,2016-04-01 16:57:00,2016-04-01,16,52,2016-04-01,16,57,April,2016,Friday,Afternoon,Personal,Kissimmee,Kissimmee,0.7,5.0,Unknown,False
2016-04-02 08:48:00,2016-04-02 09:04:00,2016-04-02,8,48,2016-04-02,9,4,April,2016,Saturday,Morning,Personal,Kissimmee,Kissimmee,5.5,16.0,Unknown,True
2016-04-02 11:01:00,2016-04-02 11:16:00,2016-04-02,11,1,2016-04-02,11,16,April,2016,Saturday,Morning,Personal,Kissimmee,Kissimmee,5.1,15.0,Unknown,True
2016-04-02 12:21:00,2016-04-02 14:47:00,2016-04-02,12,21,2016-04-02,14,47,April,2016,Saturday,Afternoon,Business,Kissimmee,Daytona Beach,77.3,146.0,Customer Visit,True
2016-04-02 16:57:00,2016-04-02 18:09:00,2016-04-02,16,57,2016-04-02,18,9,April,2016,Saturday,Afternoon,Business,Daytona Beach,Jacksonville,80.5,72.0,Customer Visit,True
2016-04-02 19:38:00,2016-04-02 22:36:00,2016-04-02,19,38,2016-04-02,22,36,April,2016,Saturday,Evening,Business,Jacksonville,Ridgeland,174.2,178.0,Customer Visit,True
2016-04-02 23:11:00,2016-04-03 01:34:00,2016-04-02,23,11,2016-04-03,1,34,April,2016,Saturday,Night,Business,Ridgeland,Florence,144.0,143.0,Meeting,True
2016-04-03 02:00:00,2016-04-03 04:16:00,2016-04-03,2,0,2016-04-03,4,16,April,2016,Sunday,Night,Business,Florence,Cary,159.3,136.0,Meeting,True
2016-04-05 21:39:00,2016-04-05 21:55:00,2016-04-05,21,39,2016-04-05,21,55,April,2016,Tuesday,Night,Business,Whitebridge,Wayne Ridge,7.9,16.0,Meal/Entertain,False
2016-04-06 00:19:00,2016-04-06 00:39:00,2016-04-06,0,19,2016-04-06,0,39,April,2016,Wednesday,Night,Business,Wayne Ridge,Whitebridge,8.0,20.0,Meal/Entertain,False
2016-04-07 18:20:00,2016-04-07 18:39:00,2016-04-07,18,20,2016-04-07,18,39,April,2016,Thursday,Evening,Business,Cary,Morrisville,6.1,19.0,Meal/Entertain,False
2016-04-07 19:45:00,2016-04-07 20:00:00,2016-04-07,19,45,2016-04-07,20,0,April,2016,Thursday,Evening,Business,Morrisville,Cary,6.1,15.0,Errand/Supplies,False
2016-04-08 12:30:00,2016-04-08 12:48:00,2016-04-08,12,30,2016-04-08,12,48,April,2016,Friday,Afternoon,Business,Cary,Durham,10.5,18.0,Meeting,False
2016-04-08 13:34:00,2016-04-08 13:51:00,2016-04-08,13,34,2016-04-08,13,51,April,2016,Friday,Afternoon,Business,Durham,Cary,8.7,17.0,Meal/Entertain,False
2016-04-08 13:55:00,2016-04-08 14:03:00,2016-04-08,13,55,2016-04-08,14,3,April,2016,Friday,Afternoon,Business,Westpark Place,Whitebridge,1.8,8.0,Errand/Supplies,False
2016-04-08 14:43:00,2016-04-08 15:20:00,2016-04-08,14,43,2016-04-08,15,20,April,2016,Friday,Afternoon,Business,Cary,Raleigh,19.1,37.0,Meeting,False
2016-04-08 16:05:00,2016-04-08 16:47:00,2016-04-08,16,5,2016-04-08,16,47,April,2016,Friday,Afternoon,Business,Raleigh,Cary,18.6,42.0,Meeting,False
2016-04-12 09:15:00,2016-04-12 09:26:00,2016-04-12,9,15,2016-04-12,9,26,April,2016,Tuesday,Morning,Business,Whitebridge,Edgehill Farms,2.8,11.0,Errand/Supplies,False
2016-04-12 09:34:00,2016-04-12 09:53:00,2016-04-12,9,34,2016-04-12,9,53,April,2016,Tuesday,Morning,Business,Cary,Raleigh,8.9,19.0,Meeting,False
2016-04-12 10:58:00,2016-04-12 11:18:00,2016-04-12,10,58,2016-04-12,11,18,April,2016,Tuesday,Morning,Business,Meredith,Cedar Hill,7.5,20.0,Customer Visit,False
2016-04-12 12:22:00,2016-04-12 12:44:00,2016-04-12,12,22,2016-04-12,12,44,April,2016,Tuesday,Afternoon,Business,Raleigh,Morrisville,15.9,22.0,Meeting,False
2016-04-12 13:42:00,2016-04-12 14:01:00,2016-04-12,13,42,2016-04-12,14,1,April,2016,Tuesday,Afternoon,Business,Morrisville,Cary,6.5,19.0,Meal/Entertain,False
2016-04-14 07:29:00,2016-04-14 08:09:00,2016-04-14,7,29,2016-04-14,8,9,April,2016,Thursday,Morning,Business,Cary,Holly Springs,15.3,40.0,Temporary Site,False
2016-04-14 16:00:00,2016-04-14 16:43:00,2016-04-14,16,0,2016-04-14,16,43,April,2016,Thursday,Afternoon,Business,Holly Springs,Cary,13.7,43.0,Temporary Site,False
2016-04-15 11:36:00,2016-04-15 12:07:00,2016-04-15,11,36,2016-04-15,12,7,April,2016,Friday,Morning,Business,Cary,Raleigh,11.9,31.0,Temporary Site,False
2016-04-15 12:29:00,2016-04-15 12:32:00,2016-04-15,12,29,2016-04-15,12,32,April,2016,Friday,Afternoon,Business,Meredith Townes,Harden Place,1.4,3.0,Errand/Supplies,False
2016-04-15 14:31:00,2016-04-15 15:01:00,2016-04-15,14,31,2016-04-15,15,1,April,2016,Friday,Afternoon,Business,Raleigh,Cary,15.2,30.0,Meeting,False
2016-04-16 12:59:00,2016-04-16 13:17:00,2016-04-16,12,59,2016-04-16,13,17,April,2016,Saturday,Afternoon,Business,Cary,Morrisville,6.0,18.0,Errand/Supplies,True
2016-04-16 15:10:00,2016-04-16 15:26:00,2016-04-16,15,10,2016-04-16,15,26,April,2016,Saturday,Afternoon,Business,Morrisville,Cary,6.1,16.0,Meal/Entertain,True
2016-04-19 17:44:00,2016-04-19 18:08:00,2016-04-19,17,44,2016-04-19,18,8,April,2016,Tuesday,Evening,Business,Whitebridge,Wayne Ridge,8.2,24.0,Meal/Entertain,False
2016-04-19 19:57:00,2016-04-19 20:19:00,2016-04-19,19,57,2016-04-19,20,19,April,2016,Tuesday,Evening,Business,Wayne Ridge,Whitebridge,8.0,22.0,Meal/Entertain,False
2016-04-22 08:25:00,2016-04-22 09:04:00,2016-04-22,8,25,2016-04-22,9,4,April,2016,Friday,Morning,Business,Cary,Raleigh,13.6,39.0,Meeting,False
2016-04-22 10:10:00,2016-04-22 10:40:00,2016-04-22,10,10,2016-04-22,10,40,April,2016,Friday,Morning,Business,Raleigh,Cary,22.5,30.0,Meeting,False
2016-04-22 12:08:00,2016-04-22 12:28:00,2016-04-22,12,8,2016-04-22,12,28,April,2016,Friday,Afternoon,Business,Cary,Durham,10.4,20.0,Meeting,False
2016-04-22 13:02:00,2016-04-22 13:26:00,2016-04-22,13,2,2016-04-22,13,26,April,2016,Friday,Afternoon,Business,Durham,Cary,10.0,24.0,Meeting,False
2016-04-23 17:03:00,2016-04-23 17:16:00,2016-04-23,17,3,2016-04-23,17,16,April,2016,Saturday,Evening,Business,Whitebridge,Tanglewood,6.0,13.0,Meal/Entertain,True
2016-04-23 18:49:00,2016-04-23 19:05:00,2016-04-23,18,49,2016-04-23,19,5,April,2016,Saturday,Evening,Business,Tanglewood,Whitebridge,6.5,16.0,Meal/Entertain,True
2016-04-24 19:07:00,2016-04-24 19:16:00,2016-04-24,19,7,2016-04-24,19,16,April,2016,Sunday,Evening,Business,Cary,Morrisville,3.1,9.0,Errand/Supplies,True
2016-04-24 19:46:00,2016-04-24 19:52:00,2016-04-24,19,46,2016-04-24,19,52,April,2016,Sunday,Evening,Business,Chessington,Chessington,1.9,6.0,Errand/Supplies,True
2016-04-24 21:41:00,2016-04-24 21:50:00,2016-04-24,21,41,2016-04-24,21,50,April,2016,Sunday,Night,Business,Morrisville,Cary,4.2,9.0,Between Offices,True
2016-04-27 13:30:00,2016-04-27 13:40:00,2016-04-27,13,30,2016-04-27,13,40,April,2016,Wednesday,Afternoon,Business,Whitebridge,Burtrose,4.9,10.0,Between Offices,False
2016-04-27 14:13:00,2016-04-27 14:25:00,2016-04-27,14,13,2016-04-27,14,25,April,2016,Wednesday,Afternoon,Business,Burtrose,Whitebridge,4.8,12.0,Between Offices,False
2016-04-28 12:09:00,2016-04-28 12:34:00,2016-04-28,12,9,2016-04-28,12,34,April,2016,Thursday,Afternoon,Business,Cary,Raleigh,12.4,25.0,Customer Visit,False
2016-04-28 13:30:00,2016-04-28 13:49:00,2016-04-28,13,30,2016-04-28,13,49,April,2016,Thursday,Afternoon,Business,Raleigh,Cary,32.8,19.0,Customer Visit,False
2016-04-28 22:10:00,2016-04-28 22:28:00,2016-04-28,22,10,2016-04-28,22,28,April,2016,Thursday,Night,Business,Morrisville,Cary,5.5,18.0,Customer Visit,False
2016-04-29 11:44:00,2016-04-29 12:01:00,2016-04-29,11,44,2016-04-29,12,1,April,2016,Friday,Morning,Business,Cary,Durham,9.9,17.0,Meeting,False
2016-04-29 13:13:00,2016-04-29 13:34:00,2016-04-29,13,13,2016-04-29,13,34,April,2016,Friday,Afternoon,Business,Durham,Cary,10.0,21.0,Meeting,False
2016-04-29 18:46:00,2016-04-29 19:18:00,2016-04-29,18,46,2016-04-29,19,18,April,2016,Friday,Evening,Business,Cary,Durham,14.2,32.0,Customer Visit,False
2016-04-29 22:44:00,2016-04-29 23:19:00,2016-04-29,22,44,2016-04-29,23,19,April,2016,Friday,Night,Business,Durham,Cary,18.2,35.0,Meeting,False
2016-04-30 18:42:00,2016-04-30 18:57:00,2016-04-30,18,42,2016-04-30,18,57,April,2016,Saturday,Evening,Business,Whitebridge,Waverly Place,7.7,15.0,Meal/Entertain,True
2016-04-30 22:16:00,2016-04-30 22:34:00,2016-04-30,22,16,2016-04-30,22,34,April,2016,Saturday,Night,Business,Waverly Place,Whitebridge,6.8,18.0,Unknown,True
2016-05-01 13:45:00,2016-05-01 13:53:00,2016-05-01,13,45,2016-05-01,13,53,May,2016,Sunday,Afternoon,Business,Whitebridge,Westpark Place,2.1,8.0,Meal/Entertain,True
2016-05-01 14:26:00,2016-05-01 14:31:00,2016-05-01,14,26,2016-05-01,14,31,May,2016,Sunday,Afternoon,Business,Westpark Place,Whitebridge,2.3,5.0,Unknown,True
2016-05-01 17:33:00,2016-05-01 17:45:00,2016-05-01,17,33,2016-05-01,17,45,May,2016,Sunday,Evening,Business,Whitebridge,Tanglewood,6.2,12.0,Between Offices,True
2016-05-01 17:54:00,2016-05-01 18:10:00,2016-05-01,17,54,2016-05-01,18,10,May,2016,Sunday,Evening,Business,Tanglewood,Parkway,7.5,16.0,Meeting,True
2016-05-01 22:38:00,2016-05-01 22:49:00,2016-05-01,22,38,2016-05-01,22,49,May,2016,Sunday,Night,Business,Parkway,Whitebridge,3.1,11.0,Errand/Supplies,True
2016-05-02 14:14:00,2016-05-02 14:21:00,2016-05-02,14,14,2016-05-02,14,21,May,2016,Monday,Afternoon,Business,Whitebridge,Westpark Place,2.2,7.0,Errand/Supplies,False
2016-05-02 15:37:00,2016-05-02 15:48:00,2016-05-02,15,37,2016-05-02,15,48,May,2016,Monday,Afternoon,Business,Westpark Place,Whitebridge,3.9,11.0,Meal/Entertain,False
2016-05-03 22:20:00,2016-05-03 22:28:00,2016-05-03,22,20,2016-05-03,22,28,May,2016,Tuesday,Night,Business,Morrisville,Cary,2.5,8.0,Meal/Entertain,False
2016-05-04 15:16:00,2016-05-04 15:37:00,2016-05-04,15,16,2016-05-04,15,37,May,2016,Wednesday,Afternoon,Business,Cary,Morrisville,8.7,21.0,Meal/Entertain,False
2016-05-04 20:55:00,2016-05-04 21:14:00,2016-05-04,20,55,2016-05-04,21,14,May,2016,Wednesday,Evening,Business,Mcvan,Capitol One,14.5,19.0,Errand/Supplies,False
2016-05-04 21:30:00,2016-05-04 21:36:00,2016-05-04,21,30,2016-05-04,21,36,May,2016,Wednesday,Night,Business,Capitol One,University District,4.5,6.0,Meal/Entertain,False
2016-05-04 22:19:00,2016-05-04 22:27:00,2016-05-04,22,19,2016-05-04,22,27,May,2016,Wednesday,Night,Business,University District,Capitol One,5.0,8.0,Meal/Entertain,False
2016-05-05 21:24:00,2016-05-05 21:36:00,2016-05-05,21,24,2016-05-05,21,36,May,2016,Thursday,Night,Business,Seattle,Redmond,14.2,12.0,Meal/Entertain,False
2016-05-05 22:34:00,2016-05-05 22:40:00,2016-05-05,22,34,2016-05-05,22,40,May,2016,Thursday,Night,Business,Redmond,Bellevue,2.9,6.0,Errand/Supplies,False
2016-05-05 23:55:00,2016-05-06 00:08:00,2016-05-05,23,55,2016-05-06,0,8,May,2016,Thursday,Night,Business,Bellevue,Seattle,12.9,13.0,Meeting,False
2016-05-06 05:47:00,2016-05-06 06:02:00,2016-05-06,5,47,2016-05-06,6,2,May,2016,Friday,Morning,Business,Capitol One,Mcvan,14.4,15.0,Meeting,False
2016-05-06 16:45:00,2016-05-06 16:59:00,2016-05-06,16,45,2016-05-06,16,59,May,2016,Friday,Afternoon,Business,Chapel Hill,Morrisville,17.0,14.0,Meeting,False
2016-05-06 17:18:00,2016-05-06 17:44:00,2016-05-06,17,18,2016-05-06,17,44,May,2016,Friday,Evening,Business,Morrisville,Cary,7.9,26.0,Customer Visit,False
2016-05-09 06:08:00,2016-05-09 06:25:00,2016-05-09,6,8,2016-05-09,6,25,May,2016,Monday,Morning,Business,Cary,Morrisville,8.4,17.0,Customer Visit,False
2016-05-09 14:39:00,2016-05-09 15:06:00,2016-05-09,14,39,2016-05-09,15,6,May,2016,Monday,Afternoon,Business,San Francisco,Palo Alto,20.5,27.0,Between Offices,False
2016-05-09 17:58:00,2016-05-09 18:26:00,2016-05-09,17,58,2016-05-09,18,26,May,2016,Monday,Evening,Business,Palo Alto,Sunnyvale,9.8,28.0,Customer Visit,False
2016-05-09 19:35:00,2016-05-09 19:59:00,2016-05-09,19,35,2016-05-09,19,59,May,2016,Monday,Evening,Business,Sunnyvale,Newark,17.6,24.0,Customer Visit,False
2016-05-10 09:03:00,2016-05-10 09:20:00,2016-05-10,9,3,2016-05-10,9,20,May,2016,Tuesday,Morning,Business,Newark,Menlo Park,9.3,17.0,Customer Visit,False
2016-05-10 17:19:00,2016-05-10 17:31:00,2016-05-10,17,19,2016-05-10,17,31,May,2016,Tuesday,Evening,Business,Menlo Park,Newark,7.9,12.0,Customer Visit,False
2016-05-11 08:35:00,2016-05-11 09:12:00,2016-05-11,8,35,2016-05-11,9,12,May,2016,Wednesday,Morning,Business,Newark,San Francisco,25.6,37.0,Meeting,False
2016-05-11 21:47:00,2016-05-11 22:04:00,2016-05-11,21,47,2016-05-11,22,4,May,2016,Wednesday,Night,Business,Morrisville,Cary,8.1,17.0,Meeting,False
2016-05-14 18:35:00,2016-05-14 18:39:00,2016-05-14,18,35,2016-05-14,18,39,May,2016,Saturday,Evening,Business,Cary,Morrisville,3.1,4.0,Meal/Entertain,True
2016-05-14 23:01:00,2016-05-14 23:05:00,2016-05-14,23,1,2016-05-14,23,5,May,2016,Saturday,Night,Business,Morrisville,Cary,3.1,4.0,Meal/Entertain,True
2016-05-17 13:15:00,2016-05-17 13:23:00,2016-05-17,13,15,2016-05-17,13,23,May,2016,Tuesday,Afternoon,Business,Whitebridge,Preston,2.8,8.0,Errand/Supplies,False
2016-05-17 13:56:00,2016-05-17 14:08:00,2016-05-17,13,56,2016-05-17,14,8,May,2016,Tuesday,Afternoon,Business,Preston,Westpark Place,2.7,12.0,Errand/Supplies,False
2016-05-17 14:34:00,2016-05-17 14:40:00,2016-05-17,14,34,2016-05-17,14,40,May,2016,Tuesday,Afternoon,Business,Westpark Place,Whitebridge,1.9,6.0,Errand/Supplies,False
2016-05-18 09:11:00,2016-05-18 09:41:00,2016-05-18,9,11,2016-05-18,9,41,May,2016,Wednesday,Morning,Business,Cary,Morrisville,8.4,30.0,Customer Visit,False
2016-05-18 13:00:00,2016-05-18 13:02:00,2016-05-18,13,0,2016-05-18,13,2,May,2016,Wednesday,Afternoon,Business,Morrisville,Raleigh,7.6,2.0,Customer Visit,False
2016-05-19 14:37:00,2016-05-19 15:01:00,2016-05-19,14,37,2016-05-19,15,1,May,2016,Thursday,Afternoon,Business,Old City,Parkway Museums,2.9,24.0,Meal/Entertain,False
2016-05-20 10:56:00,2016-05-20 11:07:00,2016-05-20,10,56,2016-05-20,11,7,May,2016,Friday,Morning,Business,Old City,Hog Island,11.2,11.0,Meeting,False
2016-05-20 15:43:00,2016-05-20 16:12:00,2016-05-20,15,43,2016-05-20,16,12,May,2016,Friday,Afternoon,Business,Morrisville,Cary,8.2,29.0,Meal/Entertain,False
2016-05-22 15:39:00,2016-05-22 15:46:00,2016-05-22,15,39,2016-05-22,15,46,May,2016,Sunday,Afternoon,Business,Cary,Morrisville,3.0,7.0,Meal/Entertain,True
2016-05-22 18:46:00,2016-05-22 18:53:00,2016-05-22,18,46,2016-05-22,18,53,May,2016,Sunday,Evening,Business,Morrisville,Cary,2.5,7.0,Meal/Entertain,True
2016-05-23 20:19:00,2016-05-23 20:27:00,2016-05-23,20,19,2016-05-23,20,27,May,2016,Monday,Evening,Business,Whitebridge,Savon Height,3.6,8.0,Meal/Entertain,False
2016-05-23 21:09:00,2016-05-23 21:21:00,2016-05-23,21,9,2016-05-23,21,21,May,2016,Monday,Night,Business,Savon Height,Whitebridge,3.6,12.0,Errand/Supplies,False
2016-05-27 20:26:00,2016-05-27 20:30:00,2016-05-27,20,26,2016-05-27,20,30,May,2016,Friday,Evening,Business,Whitebridge,Kildaire Farms,4.5,4.0,Errand/Supplies,False
2016-05-27 20:47:00,2016-05-27 20:53:00,2016-05-27,20,47,2016-05-27,20,53,May,2016,Friday,Evening,Business,Savon Height,Kilarney Woods,1.2,6.0,Unknown,False
2016-05-27 22:11:00,2016-05-27 22:14:00,2016-05-27,22,11,2016-05-27,22,14,May,2016,Friday,Night,Business,Kilarney Woods,Kildaire Farms,1.7,3.0,Errand/Supplies,False
2016-05-28 00:15:00,2016-05-28 00:21:00,2016-05-28,0,15,2016-05-28,0,21,May,2016,Saturday,Night,Business,Kilarney Woods,Whitebridge,4.7,6.0,Errand/Supplies,True
2016-05-28 12:52:00,2016-05-28 13:06:00,2016-05-28,12,52,2016-05-28,13,6,May,2016,Saturday,Afternoon,Business,Cary,Morrisville,6.1,14.0,Meal/Entertain,True
2016-05-28 14:35:00,2016-05-28 15:04:00,2016-05-28,14,35,2016-05-28,15,4,May,2016,Saturday,Afternoon,Business,Morrisville,Cary,11.3,29.0,Customer Visit,True
2016-05-31 13:54:00,2016-05-31 14:41:00,2016-05-31,13,54,2016-05-31,14,41,May,2016,Tuesday,Afternoon,Business,Cary,Raleigh,14.9,47.0,Meeting,False
2016-05-31 16:02:00,2016-05-31 16:39:00,2016-05-31,16,2,2016-05-31,16,39,May,2016,Tuesday,Afternoon,Business,Raleigh,Cary,14.0,37.0,Meeting,False
2016-05-31 17:50:00,2016-05-31 17:59:00,2016-05-31,17,50,2016-05-31,17,59,May,2016,Tuesday,Evening,Business,Westpark Place,Whitebridge,1.8,9.0,Unknown,False
2016-06-01 10:19:00,2016-06-01 10:47:00,2016-06-01,10,19,2016-06-01,10,47,June,2016,Wednesday,Morning,Business,Cary,Morrisville,6.7,28.0,Customer Visit,False
2016-06-01 13:10:00,2016-06-01 13:39:00,2016-06-01,13,10,2016-06-01,13,39,June,2016,Wednesday,Afternoon,Business,Morrisville,Cary,9.6,29.0,Meeting,False
2016-06-03 11:29:00,2016-06-03 11:49:00,2016-06-03,11,29,2016-06-03,11,49,June,2016,Friday,Morning,Business,Cary,Durham,10.4,20.0,Meeting,False
2016-06-03 13:08:00,2016-06-03 13:38:00,2016-06-03,13,8,2016-06-03,13,38,June,2016,Friday,Afternoon,Business,Durham,Cary,9.9,30.0,Meeting,False
2016-06-03 15:31:00,2016-06-03 15:54:00,2016-06-03,15,31,2016-06-03,15,54,June,2016,Friday,Afternoon,Business,Cary,Morrisville,6.0,23.0,Meal/Entertain,False
2016-06-03 18:14:00,2016-06-03 18:29:00,2016-06-03,18,14,2016-06-03,18,29,June,2016,Friday,Evening,Business,Townes at Everett Crossing,Chessington,3.3,15.0,Errand/Supplies,False
2016-06-03 18:41:00,2016-06-03 18:53:00,2016-06-03,18,41,2016-06-03,18,53,June,2016,Friday,Evening,Business,Morrisville,Cary,3.1,12.0,Errand/Supplies,False
2016-06-03 19:36:00,2016-06-03 19:42:00,2016-06-03,19,36,2016-06-03,19,42,June,2016,Friday,Evening,Business,Huntington Woods,Weston,1.7,6.0,Errand/Supplies,False
2016-06-03 22:47:00,2016-06-03 23:06:00,2016-06-03,22,47,2016-06-03,23,6,June,2016,Friday,Night,Business,Morrisville,Cary,4.0,19.0,Between Offices,False
2016-06-05 14:03:00,2016-06-05 14:33:00,2016-06-05,14,3,2016-06-05,14,33,June,2016,Sunday,Afternoon,Business,Whitebridge,Savon Height,7.8,30.0,Customer Visit,True
2016-06-05 15:06:00,2016-06-05 15:22:00,2016-06-05,15,6,2016-06-05,15,22,June,2016,Sunday,Afternoon,Business,Cary,Morrisville,7.8,16.0,Customer Visit,True
2016-06-05 15:57:00,2016-06-05 16:08:00,2016-06-05,15,57,2016-06-05,16,8,June,2016,Sunday,Afternoon,Business,Weston,Weston,3.8,11.0,Meal/Entertain,True
2016-06-05 18:05:00,2016-06-05 18:14:00,2016-06-05,18,5,2016-06-05,18,14,June,2016,Sunday,Evening,Business,Morrisville,Cary,2.5,9.0,Meal/Entertain,True
2016-06-05 21:53:00,2016-06-05 22:05:00,2016-06-05,21,53,2016-06-05,22,5,June,2016,Sunday,Night,Business,Cary,Durham,9.9,12.0,Meeting,True
2016-06-05 23:52:00,2016-06-06 00:08:00,2016-06-05,23,52,2016-06-06,0,8,June,2016,Sunday,Night,Business,Durham,Cary,9.9,16.0,Meeting,True
2016-06-06 15:36:00,2016-06-06 15:45:00,2016-06-06,15,36,2016-06-06,15,45,June,2016,Monday,Afternoon,Business,Whitebridge,Hazelwood,3.0,9.0,Errand/Supplies,False
2016-06-06 16:16:00,2016-06-06 16:24:00,2016-06-06,16,16,2016-06-06,16,24,June,2016,Monday,Afternoon,Business,Hazelwood,Whitebridge,2.4,8.0,Errand/Supplies,False
2016-06-06 20:06:00,2016-06-06 20:20:00,2016-06-06,20,6,2016-06-06,20,20,June,2016,Monday,Evening,Business,Cary,Apex,5.7,14.0,Meal/Entertain,False
2016-06-06 21:08:00,2016-06-06 21:37:00,2016-06-06,21,8,2016-06-06,21,37,June,2016,Monday,Night,Business,Apex,Cary,7.2,29.0,Meal/Entertain,False
2016-06-06 21:41:00,2016-06-06 22:00:00,2016-06-06,21,41,2016-06-06,22,0,June,2016,Monday,Night,Business,Cary,Durham,10.4,19.0,Meeting,False
2016-06-06 23:34:00,2016-06-06 23:48:00,2016-06-06,23,34,2016-06-06,23,48,June,2016,Monday,Night,Business,Durham,Cary,9.9,14.0,Meeting,False
2016-06-07 21:42:00,2016-06-07 22:00:00,2016-06-07,21,42,2016-06-07,22,0,June,2016,Tuesday,Night,Business,Cary,Durham,10.4,18.0,Meeting,False
2016-06-07 23:41:00,2016-06-08 00:04:00,2016-06-07,23,41,2016-06-08,0,4,June,2016,Tuesday,Night,Business,Durham,Cary,9.9,23.0,Meeting,False
2016-06-08 08:23:00,2016-06-08 08:53:00,2016-06-08,8,23,2016-06-08,8,53,June,2016,Wednesday,Morning,Business,Cary,Morrisville,8.7,30.0,Meal/Entertain,False
2016-06-08 12:04:00,2016-06-08 13:01:00,2016-06-08,12,4,2016-06-08,13,1,June,2016,Wednesday,Afternoon,Business,Jamaica,New York,22.3,57.0,Errand/Supplies,False
2016-06-08 13:12:00,2016-06-08 13:29:00,2016-06-08,13,12,2016-06-08,13,29,June,2016,Wednesday,Afternoon,Business,Seaport,Gramercy-Flatiron,3.3,17.0,Meal/Entertain,False
2016-06-08 14:31:00,2016-06-08 14:37:00,2016-06-08,14,31,2016-06-08,14,37,June,2016,Wednesday,Afternoon,Business,Medical Centre,Tudor City,0.7,6.0,Errand/Supplies,False
2016-06-08 16:55:00,2016-06-08 17:11:00,2016-06-08,16,55,2016-06-08,17,11,June,2016,Wednesday,Afternoon,Business,Rose Hill,Soho,2.5,16.0,Meal/Entertain,False
2016-06-08 17:16:00,2016-06-08 17:18:00,2016-06-08,17,16,2016-06-08,17,18,June,2016,Wednesday,Evening,Business,Soho,Tribeca,0.5,2.0,Errand/Supplies,False
2016-06-08 17:59:00,2016-06-08 18:05:00,2016-06-08,17,59,2016-06-08,18,5,June,2016,Wednesday,Evening,Business,Tribeca,Financial District,0.9,6.0,Errand/Supplies,False
2016-06-08 20:11:00,2016-06-08 20:25:00,2016-06-08,20,11,2016-06-08,20,25,June,2016,Wednesday,Evening,Business,Financial District,Kips Bay,4.8,14.0,Errand/Supplies,False
2016-06-10 15:19:00,2016-06-10 16:28:00,2016-06-10,15,19,2016-06-10,16,28,June,2016,Friday,Afternoon,Business,New York,Jamaica,16.3,69.0,Meeting,False
2016-06-10 21:47:00,2016-06-10 22:04:00,2016-06-10,21,47,2016-06-10,22,4,June,2016,Friday,Night,Business,Cary,Durham,10.4,17.0,Meeting,False
2016-06-10 23:53:00,2016-06-11 00:01:00,2016-06-10,23,53,2016-06-11,0,1,June,2016,Friday,Night,Business,Durham,Cary,9.9,8.0,Meeting,False
2016-06-11 17:08:00,2016-06-11 17:16:00,2016-06-11,17,8,2016-06-11,17,16,June,2016,Saturday,Evening,Business,Cary,Morrisville,3.7,8.0,Errand/Supplies,True
2016-06-11 17:34:00,2016-06-11 17:39:00,2016-06-11,17,34,2016-06-11,17,39,June,2016,Saturday,Evening,Business,Morrisville,Cary,4.6,5.0,Meal/Entertain,True
2016-06-11 17:50:00,2016-06-11 17:56:00,2016-06-11,17,50,2016-06-11,17,56,June,2016,Saturday,Evening,Business,Westpark Place,Whitebridge,1.7,6.0,Unknown,True
2016-06-11 21:45:00,2016-06-11 22:04:00,2016-06-11,21,45,2016-06-11,22,4,June,2016,Saturday,Night,Business,Cary,Durham,10.4,19.0,Meeting,True
2016-06-11 23:39:00,2016-06-12 00:05:00,2016-06-11,23,39,2016-06-12,0,5,June,2016,Saturday,Night,Business,Durham,Cary,9.9,26.0,Meeting,True
2016-06-12 19:53:00,2016-06-12 19:56:00,2016-06-12,19,53,2016-06-12,19,56,June,2016,Sunday,Evening,Business,Cary,Morrisville,2.5,3.0,Meal/Entertain,True
